label,hu_moments
1,"[0.0010123576110397609, 9.825339908281294e-13, 2.3669080121448215e-17, 6.150969463890305e-15, -1.8328273834772545e-30, 5.585431289391622e-21, -1.4659379656103994e-30]"
1,"[0.0010119230215960419, 1.1086760180676826e-12, 3.267059573786737e-17, 5.3918354991662e-15, 2.371931823671088e-32, 5.458264520063249e-21, -2.26287008169908e-30]"
1,"[0.0010117806052624655, 7.978827249310584e-13, 1.1397131394210175e-17, 3.602173252228027e-15, 6.249535958338686e-31, -1.0520847387137784e-23, 3.7701612617738327e-31]"
1,"[0.001014117612601477, 1.095471914616252e-12, 3.163906305837199e-17, 1.015752155598967e-15, -4.662871496973309e-32, -1.0409952430375605e-21, 1.7602173682906473e-31]"
1,"[0.0010130252576970422, 1.1380382255665915e-12, 1.6124788999514397e-17, 5.218255365115263e-15, -1.4702793318037314e-30, 4.578478941036973e-21, 3.5988296247999227e-31]"
1,"[0.0010118875650504398, 1.6229084866866457e-12, 1.7585697700043885e-17, 6.79667099339887e-15, -1.8501597600244257e-30, 7.168213045916974e-21, 1.4485502632296326e-30]"
1,"[0.0010131549371950265, 1.143421161606577e-12, 1.249353081582285e-17, 6.426262709409173e-15, -1.6722875775559755e-30, 6.700992912245663e-21, -7.204461954240872e-31]"
1,"[0.00101164448562472, 1.13198292769544e-12, 1.815893346659122e-17, 7.430392464595669e-15, -2.2876949544630107e-30, 5.8486568047773696e-21, 1.4885985351566704e-30]"
1,"[0.0010106854441793507, 9.801204740299392e-13, 1.0736773528347419e-17, 4.078536481486135e-15, -8.285052354717923e-31, 2.762384713627176e-21, -2.0495715620548077e-31]"
1,"[0.0010109758524234713, 8.976383523217953e-13, 1.0110023624162584e-17, 4.703926678536472e-15, -1.0110309881907486e-30, 3.724370072629688e-21, 1.735003243652319e-31]"
1,"[0.0010114723324837816, 7.768701239777176e-13, 9.777958056657494e-18, 2.4279632685570822e-15, -2.7453883305519717e-31, 1.805786858465576e-21, -2.5412387921848325e-31]"
1,"[0.0010115731885968525, 1.173699014661817e-12, 4.7026030650969e-18, 3.2665296748432193e-15, -3.4519102336809225e-32, 2.6167241513850028e-21, 4.033803105550332e-31]"
1,"[0.0010114295752570598, 1.1133588915643127e-12, 2.673244380247686e-19, 2.762789178362228e-15, -7.3513267419332e-32, 2.393151445222166e-21, 1.5272167670524512e-32]"
1,"[0.0010125495424181956, 9.709184631610007e-13, 1.2457465193382316e-17, 3.3767308423830796e-15, 2.3935778864830164e-31, 2.742105547448445e-21, -6.4988602779774965e-31]"
1,"[0.0010158748237314471, 1.4899161052839475e-12, 1.7110700030340557e-17, 2.3635659928232675e-15, -1.4076844287723157e-31, 9.499486453923213e-22, 4.539963909886731e-31]"
1,"[0.0010147028648935694, 5.376169623077753e-13, 2.4349346402546928e-17, 4.734783000662593e-15, -7.8080468663842974e-31, -1.990970051401885e-21, 1.4053147573837255e-30]"
1,"[0.0010141169070598003, 5.559655085475307e-13, 1.05548580710197e-18, 4.077291092105547e-15, 2.5876629541410887e-31, 7.238758945163556e-22, 6.769838373752781e-32]"
1,"[0.0010154574501520853, 8.170601761025779e-13, 8.045335495055224e-17, 1.1469163079016011e-14, 1.0567372186908344e-29, 7.764740409777602e-21, -3.1158414352871635e-30]"
1,"[0.0010158943686180229, 8.950164297634667e-13, 4.14775547164831e-17, 2.6379358705651297e-15, 5.552237792423554e-31, 5.214696328930946e-22, 6.7313760478345065e-31]"
1,"[0.0010154121185563074, 9.658688155988695e-13, 3.019579230787449e-17, 6.83737448042175e-15, -1.0698611618481392e-30, 5.686727650231495e-21, 2.9167336577829716e-30]"
1,"[0.0010120781019268355, 1.0220464403560988e-12, 9.728228394649966e-17, 9.11901283801816e-15, 8.268851353875866e-30, 6.3070872823887595e-22, 2.322857115595716e-30]"
1,"[0.0010110391835434418, 9.433304746141058e-13, 9.246180044101178e-17, 2.9831576590815527e-15, -1.5315162229900908e-30, -2.472486456265832e-21, 3.3032696916605806e-31]"
1,"[0.0010102457309400072, 1.1848272007608835e-12, 6.759654616264272e-17, 1.5202259970940878e-17, 4.0852645442466876e-34, -1.5538456643331108e-23, 2.6570308371368365e-34]"
1,"[0.0010096841075667269, 9.592637556682932e-13, 1.5908377331176203e-16, 3.470672059370054e-14, 7.14690084445931e-29, -2.6686673846478238e-24, 3.92793783048167e-29]"
1,"[0.0010099912158339865, 1.1272969313460417e-12, 1.9527357742853824e-16, 4.568240675249687e-14, 8.216963133490024e-29, -9.714246226101749e-21, 1.0892348199280866e-28]"
1,"[0.0010168890988511735, 1.3440507669445763e-12, 1.854987573993427e-17, 1.7760868350178933e-15, -1.5005750392504408e-31, 8.931336501402927e-22, 2.853261111485572e-31]"
1,"[0.0010069152587578757, 9.64394119080842e-13, 1.0654374262071558e-16, 1.940590374290117e-14, 2.5428187856097527e-29, 6.828922951113682e-21, 1.149062466724649e-29]"
1,"[0.00100644041309981, 6.312624462097267e-13, 6.987230678121991e-17, 4.2822346812350376e-14, 5.909732803604477e-29, 2.2607562909023674e-20, -4.465727570490454e-29]"
1,"[0.0010066381338021376, 4.69211860193525e-13, 6.73135607225909e-17, 4.104007449837529e-14, 4.7007134244558874e-29, 1.8547940067880547e-20, -4.942938731731899e-29]"
1,"[0.001009825400982661, 5.564528175219971e-13, 1.0836432494634199e-16, 4.7204956903165444e-14, 8.417120793239555e-29, 2.8978465546306504e-20, -6.567911099959271e-29]"
1,"[0.0010071508843092197, 3.350300770243647e-13, 7.474058030476043e-17, 3.726659691769156e-14, 4.5985523881069614e-29, 1.1749057497612211e-20, -4.18759088370202e-29]"
1,"[0.001007593004982091, 4.3004513902723925e-13, 1.1077386137394443e-16, 2.8484219283769726e-14, 3.1883196312030194e-29, 1.3019989665496997e-20, -3.9287688330475395e-29]"
1,"[0.0010074149769107327, 5.08876219439738e-13, 1.0510727735111378e-16, 1.0253847809557495e-14, 5.723034211416158e-30, 5.055489481458417e-21, -8.975713956618257e-30]"
1,"[0.0010099667201580675, 6.944708844113802e-13, 5.965762118120704e-17, 1.7043218475684155e-14, -7.642533493641639e-30, 1.3475318108774968e-20, -1.5392552045402334e-29]"
1,"[0.001009516026322123, 6.020455931165465e-13, 4.702701473028747e-17, 1.9508133574401232e-14, -3.870934391728769e-30, 1.465088028646028e-20, -1.827981999594089e-29]"
1,"[0.001007744804168972, 9.782323046163309e-13, 6.431454221749535e-17, 7.661864572306114e-15, -6.617530415152163e-31, 7.276041050428316e-21, -5.337573959698398e-30]"
1,"[0.001016139249335092, 1.1979242118622807e-12, 1.9145571684575728e-18, 2.001393919044026e-15, 4.518466892360145e-32, 4.969083575475755e-22, 1.1535532159164644e-31]"
1,"[0.0010148171824487548, 9.410812726126758e-13, 1.310291903247171e-16, 5.820315304536455e-15, 4.8807069885916744e-30, 6.700854604941466e-22, 1.4190304625752682e-30]"
1,"[0.001013615683673981, 7.225632099578858e-13, 1.277535468314217e-16, 1.0233718950610077e-14, -2.7993591191063126e-30, -6.505145738772323e-21, 1.136158651858776e-29]"
1,"[0.0010133483164559845, 6.742536782858981e-13, 7.791788396392516e-17, 7.983259919460783e-15, 5.101736578495717e-31, -2.9843401869916752e-21, 6.275648777960116e-30]"
1,"[0.0010132245086141968, 8.110538147525948e-13, 7.548845912730335e-17, 1.1998593564269148e-14, 3.858554693781768e-30, -3.058888689853666e-21, 1.074754637703987e-29]"
1,"[0.001013070408156411, 8.577916822113024e-13, 1.3346332809859995e-16, 8.616659901912876e-15, 9.202929876033152e-30, 1.5974359156197415e-22, 8.309847806323342e-31]"
1,"[0.001014395164893764, 6.916315279809987e-13, 8.605380827480192e-17, 9.71964894719566e-15, 7.199580048106053e-30, 2.774019498305028e-22, 5.213758999771501e-30]"
1,"[0.0010142239332639788, 6.174368941676046e-13, 7.68717527823352e-17, 1.5121185528515685e-14, -2.586349422804533e-30, -8.996085355855709e-21, 1.6096335865890368e-29]"
1,"[0.0010131801633048482, 4.644073055880537e-13, 6.180604785303388e-17, 1.4954324923782647e-14, -3.9273032101733744e-30, -6.945137427971397e-21, 1.3830111177107367e-29]"
1,"[0.0010122703198754282, 4.940969420101154e-13, 9.602360047984879e-17, 2.006720073210136e-14, 4.680253831712233e-30, -6.2095055383127765e-21, 2.746003464585567e-29]"
1,"[0.0010137075158491086, 6.277269953241863e-13, 5.960944560279096e-17, 1.9956096965602294e-14, 6.388213616031375e-30, -5.742836783138527e-21, 2.080703577334392e-29]"
1,"[0.0013037264654311644, 4.298212306596448e-12, 6.448123940719439e-18, 4.2350040140763654e-12, -2.2060142692165824e-26, -8.779584470885378e-18, 1.7672356968844578e-27]"
1,"[0.0012272161562835791, 6.341027405209364e-09, 2.698677698754334e-12, 7.414164947459032e-11, -1.0479360679898006e-21, -5.902901294822163e-15, 4.1120166688558104e-23]"
1,"[0.001147491128264247, 2.5406961748491435e-08, 2.166753126143364e-11, 9.693679258863707e-11, -4.441294328283499e-21, -1.545009052160902e-14, 1.078998906249952e-22]"
1,"[0.0010143420461922398, 1.1891288536134011e-12, 2.5440475210154402e-18, 6.679538093917494e-16, -2.2695234191716248e-32, -6.743686057061488e-22, 1.5591430588553924e-32]"
2,"[0.0010190593072696846, 6.8386229775053975e-12, 3.5782347706258816e-17, 2.978681311836085e-14, -3.028537060473219e-29, 7.764710812519894e-20, -5.335658235141733e-30]"
2,"[0.001018489875825639, 6.36736064195603e-12, 4.106137247979449e-17, 2.9587821896286467e-14, -3.23095822204492e-29, 7.459074784680716e-20, 4.435819814695209e-30]"
2,"[0.0010168138804606, 9.061474656553515e-12, 1.1511438559694444e-17, 2.0216510153167428e-14, 9.504384837696662e-30, 3.675872386571666e-20, 2.186660288250216e-30]"
2,"[0.0010272366604519652, 8.311728186130074e-12, 1.249064001773285e-16, 3.03627304140365e-14, -3.863018345197959e-29, 8.230770171331401e-20, -4.476602093136549e-29]"
2,"[0.0010298362378580554, 9.823654680930181e-12, 1.9334897006684683e-16, 4.5395818400777245e-14, 6.160798413638726e-29, 1.3397087532283004e-19, -1.1955086350734884e-28]"
2,"[0.0010267031634555407, 8.620711723070934e-12, 1.1517769636594665e-16, 2.6500326667216953e-14, -2.4279999305902944e-29, 7.406180028826286e-20, -3.9420485009911515e-29]"
2,"[0.0010276907372227008, 7.128195679739432e-12, 9.331325380818632e-17, 2.2796380572855006e-14, -2.9362952828164017e-29, 1.4251205750523955e-20, 1.5597176094372563e-29]"
2,"[0.0010344350212604066, 4.319083223161954e-12, 8.017480389213467e-17, 9.285153200418324e-15, -7.953109658090852e-30, 1.8382280348776344e-20, -9.637670794908993e-31]"
2,"[0.001036192238721252, 4.927518690332937e-12, 1.1163773107856516e-16, 1.7542774476465798e-14, 2.2732395781757745e-29, -1.4311030528702635e-20, 9.270632995617174e-30]"
2,"[0.0010350218144594288, 5.016532511219122e-12, 2.6981246466115746e-16, 3.892565350554214e-15, 2.3396124384949865e-30, -4.377807146618553e-22, 3.2310774677723556e-30]"
2,"[0.0010416285676145523, 4.810957776544042e-12, 4.772288559427952e-16, 7.887898523102784e-15, 1.4722588408729867e-29, -1.138496189518563e-20, -4.178300866624259e-30]"
2,"[0.0010437287918905582, 1.0050098722510975e-11, 4.551509271097044e-17, 4.393104249809526e-14, -6.192307615407176e-29, 1.3659049412080042e-19, -4.9487191290561336e-30]"
2,"[0.0010427628265406534, 8.628543395209435e-12, 1.6771081916305461e-16, 2.4151662582666947e-14, -1.9020794852233485e-30, 6.279646072388409e-20, -4.857002427858351e-29]"
2,"[0.001018453747632929, 9.20855920194323e-12, 3.0466956667071055e-17, 2.5673287186042697e-14, 2.2575602232020048e-29, 4.2783063672850265e-20, 2.4280472281024176e-30]"
2,"[0.001042951293250857, 8.280710530114967e-12, 3.7165781780615313e-16, 2.904800899371079e-14, -9.110535752552951e-29, 7.208170924713927e-20, 2.8447646606277475e-29]"
2,"[0.0010302021092848384, 8.474658834940969e-12, 8.488823918912941e-17, 2.8898589571588225e-14, -3.427217682153195e-29, 8.238247642053178e-20, -2.956541298944523e-29]"
2,"[0.0010160814447744216, 9.240199454841398e-12, 9.884093034007128e-17, 2.5478464918330216e-14, -4.0294772852608254e-29, 7.624095197078507e-20, 3.331824376901249e-30]"
2,"[0.0010133795735557324, 7.002781983167859e-12, 1.569732452763044e-16, 6.474277496196208e-14, -1.7403588517423462e-28, 1.6582947824373172e-19, 1.1095281251895894e-28]"
2,"[0.001010574029611824, 5.83618489364057e-12, 1.319631903741881e-16, 8.392871290430325e-15, -6.906457996830854e-30, 1.7526018070982336e-20, 5.506086135112654e-30]"
2,"[0.0010091802037247447, 2.9289182467508485e-12, 1.9396775011801183e-16, 2.891627649312792e-14, -4.431545934467342e-29, 3.2945171768469053e-20, 5.221077506437434e-29]"
2,"[0.001003539368722842, 3.991157834959496e-12, 1.725211972183936e-16, 1.6263470582933835e-14, -2.687415445758836e-29, 3.194757853604979e-20, 4.4624561144380404e-30]"
2,"[0.0010004824887152606, 1.9465668344761973e-12, 1.2967158396259265e-16, 3.4577114395479384e-14, -6.548126926607246e-29, 3.250277672418606e-20, 3.275323525596014e-29]"
2,"[0.0009968644963210642, 1.7610771403779752e-12, 7.546475875123992e-17, 1.5960740375983784e-14, 1.1890573047492608e-29, 1.5242270582070938e-20, -1.286266440299228e-29]"
2,"[0.0009903591339877596, 2.2491479443722525e-12, 3.53524813855105e-17, 2.1165816464456293e-14, 1.5220496171621244e-29, 1.0453140143067645e-20, -1.0176083819089926e-29]"
2,"[0.0010174497319340374, 9.526491963850966e-12, 5.695321077508138e-18, 1.8440079957464497e-14, 5.7490293111871544e-30, 1.4600496641971705e-20, 1.6309629902266008e-30]"
2,"[0.000995886708651133, 1.7014295485239116e-12, 3.961744313004092e-17, 1.5442611791092847e-14, -2.3505454668207193e-31, 1.1416436434170132e-20, -1.2076528330762093e-29]"
2,"[0.000986401902976334, 1.534103372821142e-12, 8.845047973534708e-17, 1.2760393248460906e-14, -6.908422349808817e-30, 1.580456553955992e-20, -1.1664099324163933e-29]"
2,"[0.0009813458372381983, 1.4316762288397317e-12, 1.0839717632883049e-16, 4.547794528630169e-14, 9.03180099491471e-29, 1.4953337464168982e-20, -4.5149058678370975e-29]"
2,"[0.0009767396962457801, 5.696133123931795e-13, 2.759040741559757e-17, 1.2952430939088467e-14, 7.47207513749054e-30, -6.2501807345650525e-21, 2.0300832682904494e-30]"
2,"[0.0009746944954861154, 1.2262084980110844e-12, 1.5942136580825715e-18, 1.255590284612498e-15, 4.724043936164352e-32, -8.413682804609317e-22, -3.0397402102601416e-32]"
2,"[0.0009643905365600685, 9.504561486610365e-13, 1.3995313066896705e-17, 1.810648296692638e-15, 1.046024049404813e-31, 1.0085996026551665e-21, -2.6858168929135675e-31]"
2,"[0.0009597535025522076, 9.45323383823791e-13, 2.6945760312294814e-17, 6.09142129915709e-15, -5.835580724652492e-31, 3.2184272512980156e-21, -2.3978881379833636e-30]"
2,"[0.0009571879804788409, 1.4821826895202612e-12, 2.6787429663361587e-17, 8.74072995073003e-15, 4.1332516076753356e-30, 1.0637184526078686e-20, -8.970732839667258e-31]"
2,"[0.000953982963414259, 1.4864003530673257e-12, 3.319523088494719e-17, 2.7293244472527015e-15, 2.2870035340479923e-31, 2.6450470569382787e-21, -7.890493556620796e-31]"
2,"[0.0009546260486706343, 7.542564120341386e-13, 2.0539571428338056e-17, 2.6759560360238102e-15, 2.065848844500135e-31, 1.8814770207865144e-21, -5.923667836595683e-31]"
2,"[0.0010184507876206614, 9.574957910415217e-12, 3.6062219214190404e-17, 1.936899178703857e-14, 1.4603961002003734e-29, 3.4428696664940875e-20, 6.98340067123114e-30]"
2,"[0.0009568476514074098, 9.75765881559932e-13, 5.90355629145994e-17, 1.3758345107004376e-15, 3.337240679645398e-31, 5.638911493802677e-22, 2.0585734965595663e-31]"
2,"[0.0009568604395574808, 5.657057918104408e-13, 4.470716392249629e-17, 2.870437914666635e-15, -9.241298045697417e-31, -3.799150413089196e-22, 4.509334549982014e-31]"
2,"[0.0009615068468513522, 5.241082592798942e-13, 6.034187938838937e-17, 5.243928797059464e-16, -5.019510195272654e-33, -3.1779900655328867e-22, 9.314615218637971e-32]"
2,"[0.0009625670000244732, 5.819257264818244e-13, 1.213797939326418e-16, 4.230428334319226e-15, 2.6428421421916158e-30, -1.805916283627887e-21, -1.484939382014789e-30]"
2,"[0.0009671542996483683, 9.758685782165925e-13, 2.103800974282717e-16, 6.408115339319709e-16, -2.061876470698961e-31, -4.652088900282048e-22, 1.1334281775934956e-31]"
2,"[0.0009778232990333116, 1.2197169167209397e-12, 2.390152498651077e-16, 3.2192619676613696e-15, 1.2618006192313474e-30, -8.717830585280226e-22, -2.5263008282347283e-30]"
2,"[0.0009848169135713825, 7.905438655862308e-13, 1.8024890747128753e-16, 1.1634248985891854e-15, -4.344878603560692e-32, -6.163794818273262e-22, 5.3100039690536895e-31]"
2,"[0.0009938403051380155, 8.332424756556778e-13, 8.555376546374346e-17, 1.044529272252107e-15, -7.606727747209747e-32, -8.281507557727588e-22, 3.028414633117622e-31]"
2,"[0.0010004398741502159, 6.097608900124671e-13, 1.4920099723550237e-16, 9.148063179721082e-16, 2.79571701703836e-31, 1.8217552693505411e-22, -1.8990561920028319e-31]"
2,"[0.0010125489512872686, 1.9026815629305967e-13, 1.445838902884171e-16, 2.878062509534736e-15, 1.0619092397609223e-30, 7.931100691826604e-22, -1.5228868607791905e-30]"
2,"[0.0010185520302950482, 1.0004076001173529e-11, 3.437105785811158e-17, 1.733333372324108e-14, 1.0760749839672863e-29, 2.9377478798647655e-20, 7.949878003789672e-30]"
2,"[0.001024318270074969, 2.7351261227648676e-13, 1.333016740165427e-16, 1.0134135899338461e-14, 1.1186922542917492e-29, 4.0487624003149754e-24, -3.6865803120526736e-30]"
2,"[0.0010349728010432286, 4.739591529964922e-13, 9.004319382982677e-17, 1.248536000415606e-14, 1.2777333603673952e-29, -5.8466001732036344e-21, 3.462392397415841e-30]"
2,"[0.0010363771051356894, 5.277737919430205e-13, 1.7652472772963262e-16, 2.6383814051726768e-15, 1.2592524733564819e-30, 1.100744093652048e-21, -1.286981960189087e-30]"
2,"[0.0010462669757827724, 7.7731251157935e-13, 1.9255400533249147e-16, 1.7262103095792096e-14, 1.353439323805975e-29, 7.16440771149349e-21, -2.841254566088651e-29]"
2,"[0.0010664138954086329, 4.584776349880807e-13, 2.8271967276075605e-16, 1.0186402698104982e-14, 1.7222275166075065e-29, 2.846568192385074e-22, -1.4897502988738328e-30]"
2,"[0.0010663513380212725, 1.4373310413074058e-12, 2.7054023184096545e-16, 3.604103106879706e-14, 1.1253711840314708e-28, -2.3286395899165812e-20, 9.64471251939189e-31]"
2,"[0.0010699688421426058, 1.5429663955980586e-12, 4.886221310023833e-16, 2.594528346421765e-14, -2.786192917888565e-29, -3.1832202754732025e-20, 8.807740619154744e-29]"
2,"[0.0010737569889426046, 1.0762373653039281e-13, 1.575014773095939e-15, 2.6622148696586084e-14, -6.911518349173243e-29, -1.7216035317995605e-21, 1.579262676478639e-28]"
2,"[0.0010767577438122468, 8.120088668131733e-13, 1.0670892611826515e-15, 4.856571173054372e-15, 2.5734164963160376e-30, -1.781965870635612e-21, -1.075225391358341e-29]"
2,"[0.0010773014080323303, 2.8070285955494177e-12, 4.125292580881581e-16, 1.7959281742781247e-15, -1.2407559327734193e-30, -2.6656785251504604e-21, 9.220114486493816e-31]"
2,"[0.0010171637580483907, 7.432559982578008e-12, 9.546248304187077e-18, 2.582165983159717e-14, -1.2121120019093142e-29, 7.000894991836056e-20, -4.1754412269970726e-30]"
2,"[0.001070703892107353, 3.402165399622862e-12, 4.3852985915409733e-16, 9.654756437665579e-14, 3.58560705882427e-28, -5.584053803277691e-20, 5.158432344802065e-28]"
2,"[0.0010551435698423056, 3.819669552818305e-12, 5.337025801522065e-16, 7.46506090853922e-14, 2.8475424528629224e-28, 1.5822019097456143e-20, 3.7541808261319046e-28]"
2,"[0.0010481241416590067, 4.072255485597259e-12, 4.796955222302099e-16, 1.1186697475822949e-14, -2.500406324611597e-29, -1.754546790700767e-20, 6.807054006819916e-30]"
2,"[0.0010385319847956596, 2.6526629617415843e-12, 2.678124853877105e-16, 5.215389180444448e-14, 1.6221561178584819e-28, 4.979019567854069e-20, 1.0806476208681698e-28]"
2,"[0.0010329876108817406, 3.3270664842264265e-12, 2.1828239437324745e-16, 2.9519678518279827e-14, -1.593183271677741e-29, -4.9864347066353313e-20, -7.322039389370133e-29]"
2,"[0.0010252689459974115, 1.5549799108892736e-12, 2.3148738595963955e-16, 2.5502419446275958e-14, -6.126642878619016e-29, -3.1785770972774093e-20, -9.268037596779588e-30]"
2,"[0.0010156544553550548, 1.471723729820182e-12, 8.178498959266404e-17, 2.864029329618707e-14, -4.01678966412075e-29, -3.000073706630497e-20, -1.7546733990826297e-29]"
2,"[0.0010129623889701326, 9.938047038403828e-13, 4.9443151553635307e-17, 2.1068928389498572e-14, -1.1401590152022775e-29, -2.0824699878570694e-20, -1.823240019289039e-29]"
2,"[0.0010136392624395005, 9.863883201258498e-13, 7.499935348838712e-17, 8.878456465966924e-15, -5.503660439330599e-30, -7.850190756856729e-21, -4.7115728486709e-30]"
2,"[0.0010152813449123717, 1.0462090705341944e-12, 4.4541291824735355e-17, 2.9974097323631354e-15, 1.0477488705696149e-30, -9.328817800495761e-22, 3.1894322058198803e-31]"
2,"[0.001017365467071611, 7.551935424191472e-12, 1.0455460501316164e-19, 3.034247525664189e-14, 1.65311898582919e-30, 8.338300859538576e-20, 4.335432183289648e-31]"
2,"[0.0010136516133700786, 6.420592689615395e-13, 4.073176996545436e-17, 1.5028807915670388e-15, -2.512092252932019e-31, 1.144615594976999e-21, -2.7414816088553536e-31]"
2,"[0.0010132705395570442, 3.414695238060702e-13, 6.032323654768128e-17, 6.1112990193178246e-15, -2.8552722959413486e-30, 3.55516746236394e-21, -2.3697839490701524e-30]"
2,"[0.0010114277563290303, 1.972505286412119e-13, 3.884429440491662e-17, 2.198035206828993e-14, -1.9314088804690846e-29, -2.2964024609084984e-21, -6.282740555901638e-30]"
2,"[0.0010138120935391502, 2.3006702782777205e-14, 1.7143466754623155e-17, 2.590711263708388e-14, -2.7413634257180893e-30, 1.205621388943512e-21, 1.7046425182838083e-29]"
2,"[0.0010222568687857838, 2.8356628103292923e-14, 6.985446489682166e-18, 7.69025306528987e-15, 1.564610403864811e-30, -1.2617008103260017e-21, -8.538066937105413e-31]"
2,"[0.0010290485142513445, 2.1613151648721018e-13, 2.2243347546801343e-17, 2.556392022363664e-15, -6.05718049312349e-31, 7.174483352053518e-22, 6.864011794367572e-32]"
2,"[0.0010206989789753543, 1.2953251660909783e-14, 9.418987883074977e-18, 1.5777365683501736e-14, 3.210855901426683e-30, -1.3965055942265251e-21, 5.165500548464468e-30]"
2,"[0.0010246196860356298, 1.9451404548999482e-13, 2.0844624135721264e-17, 1.29790394170914e-15, -1.667292784749653e-31, 5.569423169687087e-22, -1.3332602053257232e-31]"
2,"[0.0010243669673062734, 5.709680767452381e-14, 2.5163641950241312e-17, 2.484558138470157e-15, 1.063780161693174e-31, -1.7158236888475056e-22, -6.120659932373573e-31]"
2,"[0.0010250400799489963, 8.269009569669863e-14, 3.483958344415915e-17, 3.845241086071045e-15, -8.57543076878264e-31, 1.0375071175469666e-21, 1.1159900429632687e-30]"
2,"[0.0010171420254447418, 7.134586534724642e-12, 6.045712558893455e-19, 2.885643010485196e-14, -1.587868378602063e-30, 7.704703164990264e-20, -3.4649174311182815e-30]"
2,"[0.0010260202046280906, 2.2434989445770846e-13, 1.1218217198714274e-19, 9.875005327291318e-15, -3.2753996984688935e-31, -4.602330622642275e-21, 2.730292679688402e-32]"
2,"[0.0010304371030915567, 2.6835492721555296e-13, 4.8110447293038715e-18, 8.177861061455699e-16, -3.660401973467618e-32, 4.0477480609368896e-22, -3.5935697029894185e-32]"
2,"[0.001043319395839323, 9.755748185872147e-13, 9.068984560144048e-17, 5.600322283794238e-15, 3.8833480075332545e-30, 3.487634272282788e-21, -9.213827074357466e-31]"
2,"[0.0010582344869377366, 1.2294854705341751e-12, 1.0348229249753734e-18, 7.723684071714512e-15, 3.104019753965894e-31, 1.4556895222398582e-21, -6.168097231158353e-31]"
2,"[0.0010634250836105965, 1.3091508623445434e-12, 1.1656942740406486e-17, 5.196919842716775e-14, -1.36195170959174e-29, -1.4127882254150226e-20, 3.8087494701394037e-29]"
2,"[0.001075186103760724, 1.095238680743918e-13, 6.114704272247091e-17, 8.395681279146653e-15, 4.7574841321730735e-31, -2.775405591265036e-21, -5.9966564993317306e-30]"
2,"[0.0011051562727814575, 2.9475418907121294e-12, 1.5007432602413658e-16, 2.389416365249559e-14, 7.615346879898278e-30, -3.9120512717923526e-20, 4.460166428366461e-29]"
2,"[0.001117857775893873, 1.611400660450295e-12, 2.3659702775356433e-16, 5.554281975127466e-15, -2.3199601034891176e-30, -6.7130783808386854e-21, 5.929473362044006e-30]"
2,"[0.0011305915174432424, 3.3050090853766412e-12, 2.7420532883488595e-16, 1.2429273565095758e-13, -2.5151307788646787e-28, -7.192865344931014e-20, -6.8063136879191185e-28]"
2,"[0.0011560037336135168, 8.260195742705991e-12, 1.4973054224894944e-15, 1.146037795117257e-13, 5.153676624932996e-28, -2.3694371833349652e-20, -1.4100190947496164e-27]"
2,"[0.0010174450427536863, 7.569298389665976e-12, 1.5797461533068033e-18, 2.9382469238905207e-14, -4.8985767099021e-30, 8.082286329166681e-20, -4.009610429725612e-30]"
2,"[0.0011765972130146493, 1.4455600733516983e-11, 1.8494289285376538e-15, 4.345468483114081e-14, -1.7886608239074577e-28, -1.3851703666222762e-19, 3.4606860560586286e-28]"
2,"[0.0011840627395673692, 1.762474411116101e-11, 1.7999380958911385e-15, 2.3129957660452856e-14, 4.345128009805874e-29, -5.453810235553128e-20, 1.4277660469270193e-28]"
2,"[0.0011970393863118428, 2.1667779373037423e-11, 1.9423003001556635e-15, 3.924819909753099e-14, 3.416038042989459e-28, 1.2140865165883976e-19, 2.7127466739790593e-29]"
2,"[0.0012163164111957956, 2.781040150063564e-11, 4.9376051600623455e-15, 1.2787198674027649e-13, 1.3943282237775119e-28, -3.874655254418722e-19, -3.210051423548932e-27]"
2,"[0.0012439892840804285, 2.4728295813639035e-11, 3.425082928187681e-15, 1.1996115579941652e-13, -3.384527076854909e-29, 5.552852937336416e-19, 2.431388930377183e-27]"
2,"[0.0012376255478992013, 1.7732206336194445e-11, 3.628306031862516e-15, 1.2476911821134846e-13, 1.683735402745955e-27, -1.656850162818298e-19, -2.052407160044823e-27]"
2,"[0.0012314380267124695, 2.391707127005296e-11, 3.1559548243908355e-15, 1.07560419269129e-13, 1.980054290085397e-27, 2.1034895146705154e-19, 8.143828625704932e-29]"
2,"[0.001242332803940488, 3.740202254725519e-11, 7.221298209864208e-15, 1.4270650569427115e-13, -2.9132125696353662e-27, -6.979237967522351e-19, -3.535535395016532e-27]"
2,"[0.0012719257837981173, 4.572673916593858e-11, 1.0470496835637038e-14, 2.365050870579374e-13, -2.157920738491847e-27, -8.893720218347896e-19, -1.1569607099549628e-26]"
2,"[0.0013005387771570802, 4.362276947368178e-11, 8.805096264309962e-15, 4.9937210540347276e-14, -3.923251199161579e-28, -2.747729008227282e-19, -9.708639111648913e-28]"
2,"[0.0010187929972345026, 9.021895275054075e-12, 4.5361954192643966e-17, 1.9935626017134886e-14, -1.890598533869337e-30, 4.7324393536876115e-20, 1.8863413844056334e-29]"
2,"[0.0013284172217563855, 3.9919383682899604e-11, 8.586267296445296e-15, 1.1023031017084013e-13, 2.8697839226486807e-27, -3.090786430661918e-20, -1.80681925741227e-27]"
